Active,Color,DescripLen,Description,DirectionFile,FullWebNote,GovDeliveryTopic,Line,LineForSorting,LineGroup,LineGroupType,LineGroupWebNote,LineID,MapFileName,MapListFile,Name,NoLocalsOnTransbay,PubTimetable,TimetableDate,TransitHubs,UpcomingOrCurrentLineGroup,agency_id,annu_fare,annu_sign_text,crewlist_promote,schedule_note
No,LineViolet,151,"Two-way loop: Hayward BART, Mission Blvd., South Hayward BART, Tennyson Rd., Hesperian Blvd., Chabot College, Southland Mall, W. Winton Ave., and D St.",,,ACTRANSIT_11,22,222,,Local,,AC:22,,,,,22,2016-12-18,"Hayward BARTSouth Hayward BART",,ACTransit,Local,,,
No,LineChartreuse,222,"Two-way loop: El Cerrito Plaza BART, Central Ave, Pierce St., University Village, Gilman St., Hopkins St., Martin Luther King Jr. Way, Downtown Berkeley, Martin Luther King Jr. Way, Solano Ave., Colusa Ave., Fairmount Ave.",,,ACTRANSIT_12,25,225,,Local,,AC:25,,,,,25,2016-12-18,"Berkeley BARTEl Cerrito Plaza BART",,ACTransit,Local,,,
No,LineOlive,179,"Public Market Emeryville to Lakeshore Ave. & Wala Vista Ave., Oakland, via Shellmound St., 40th St., Adeline St., 7th St., West Oakland BART, Wood St., 14th St. and Lakeshore Ave.",,,ACTRANSIT_13,26,226,,Local,,AC:26,,,,,26,2016-12-18,"12th Street BARTWest Oakland BARTEmeryville Amtrak",,ACTransit,Local,,,
No,LineGreen,181,"Alameda Point to MacArthur BART via Midway Ave., Lincoln Ave., Marina Village Pkwy., Webster/Posey tubes, 12th St., 10th St., West Oakland BART, Peralta St., Hollis St. and 40th St.",,,ACTRANSIT_14,31,231,,Local,,AC:31,,,,,31,2016-12-18,"12th Street BARTMacArthur BARTWest Oakland BART",,ACTransit,Local,,,
No,LineChartreuse,198,"Two-way loop: Hayward BART, Western Blvd., Meekland Ave., Ashland Ave., Bay Fair BART, E. 14th St., 164th Ave., Miramar Ave., Stanton Ave., Lake Chabot Rd., Castro Valley BART, Center St., and B St.",,,ACTRANSIT_93,32,232,,Local,,AC:32,,,,,32,2016-12-18,"Castro Valley BARTHayward BARTBay Fair BART",,ACTransit,Local,,,
No,LineLavender,188,"Two-way loop: Hayward BART, West A St., Santa Clara St., Amador St., Santa Clara St., Underwood Ave., Patrick Ave., Tennyson Rd., South Hayward BART, Whitman St., Silva Ave., and Meek Ave.",,,ACTRANSIT_94,37,237,,Local,,AC:37,,,,,37,2016-12-18,"Hayward BARTSouth Hayward BART",,ACTransit,Local,,,
No,LineOlive,219,"From Hayward BART to Bay Fair BART via Foothill Blvd., City Center Dr., Grove St., Redwood Rd., Castro Valley BART, Center St., Seven Hills Rd., Redwood Rd., Somerset Ave., Lake Chabot Rd.,Foothill Blvd., and 159th Ave.",,,ACTRANSIT_100,48,248,,Local,,AC:48,,,,,48,2016-12-18,"Castro Valley BARTHayward BARTBay Fair BART",,ACTransit,Local,,,
No,LineTeal,226,"Two-way loop: Rockridge BART, College Ave., Ashby Ave., 7th St., Dwight Way, Shattuck Ave., Downtown Berkeley, Bancroft Wy. / Durant Ave., Piedmont Ave., Warring St., Derby St., Claremont Blvd., Claremont Ave. and College Ave.",,,ACTRANSIT_101,49,249,,Local,,AC:49,,,,,49,2013-12-15,"Ashby BARTBerkeley BARTRockridge BART",,ACTransit,Local,,,
No,LineMaroon,,,,,,58L,258L,,Local,,AC:58L,,,,,,2000-01-01,,,ACTransit,Local,,,
No,LineSky,,,,,,68,268,,Local,,AC:68,,,,,,2000-01-01,,,ACTransit,Local,,,
No,LineOrange,199,"Two-way loop: San Leandro BART, Dutton Av., MacArthur Bl., Foothill Sq., Grand Ave., Bayfair Ctr., Bay Fair BART, Hesperian Bl., Lewelling Bl., Farnsworth St., Wiley St., Merced St., and Williams St.",,,ACTRANSIT_109,75,275,,Local,,AC:75,,,,,75,2017-12-17,"Foothill SquareBay Fair BARTSan Leandro BART",,ACTransit,Local,,,
No,LineOlive,108,"Berkeley Marina to Ashby Ave. & Claremont Ave. via University Ave., Berkeley Amtrak, 7th St., and Ashby Ave.",,,ACTRANSIT_272,81,281,,Local,,AC:81,,,,,81,2017-12-17,"Berkeley AmtrakAshby BART",,ACTransit,Local,,,
No,LineFern,240,"San Leandro BART to South Hayward BART via Washington Ave., Paseo Grande, Hesperian Blvd., A St., Hayward BART, Soto Rd. and Gading Rd.. Extended weekdays to Union Landing Transit Ctr. via Tampa Ave.,Industrial Parkway W., and Huntwood Ave.",,,ACTRANSIT_113,85,285,,Local,,AC:85,85-jun07-wv1.pdf,,,,85,2017-12-17,"Hayward BARTSouth Hayward BARTSan Leandro BARTUnion Landing TC",,ACTransit,Local,,,
No,LineSky,205,"Two-way loop: San Leandro BART, Davis St., West Gate Pkwy., Williams St., S. L. Marina, Wicks Bl., Lewelling Bl., Farnsworth St., Halcyon Dr., Bayfair Ctr., Bay Fair BART, Bancroft Ave. and Estudillo Ave. ",,,ACTRANSIT_117,89,289,,Local,,AC:89,,,,,89,2017-12-17,"Bay Fair BARTSan Leandro BART",,ACTransit,Local,,,
No,LineLavender,,,,,,242,3242,,Local,,AC:242,,,,,,2000-01-01,,,ACTransit,Local,,,
No,LineBlue,,,,,,264,3264,,Local,,AC:264,,,,,,2000-01-01,,,ACTransit,Local,,,
No,LineTeal,173,"Union City BART to Four Corners shopping area via Decoto Rd., Fremont Blvd., Thornton Ave., Willow St., Enterprise Dr., Filbert St., Sycamore St., Haley St., and Jarvis Ave.",,,ACTRANSIT_122,275,3275,,Local,,AC:275,,,,,275,2016-12-18,Union City BART,,ACTransit,Local,,,
No,LinePink,,,,,,332,3332,,Local,,AC:332,,,,,,2000-01-01,,,ACTransit,Local,,,
No,LineChartreuse,,,,,,333,3333,,Local,,AC:333,,,,,,2000-01-01,,,ACTransit,Local,,,
No,LineSky,,,,,,345,3345,,Local,,AC:345,,,,,,2000-01-01,,,ACTransit,Local,,,
No,LineMauve,,,,,,350,3350,,Local,,AC:350,,,,,,2000-01-01,,,ACTransit,Local,,,
No,LineOrange,103,Hayward BART to Sabre St. & Mack St. (AC Transit Hayward Division) via Winton Ave. and Southland Drive.,,,ACTRANSIT_131,386,3386,86,Local,,AC:386,"86,386-jun07-wv1.pdf",,,,86,2016-12-18,Hayward BART,,ACTransit,Local,,,
No,LineChartreuse,,,,,,391,3391,,Local,,AC:391,,,,,,2000-01-01,,,ACTransit,Local,,,
No,,176,"Leimert Blvd. & Clemens Rd. to Montera Middle School via Mountain Blvd. Returns via Mountain Blvd. and continues to downtown Oakland via Liemert Blvd., Park Blvd., and 12th St.",,,ACTRANSIT_46,618,3618,,Service to Schools,,AC:618,,,,,618,2017-03-26,12th Street BART,,ACTransit,Local,,,
No,,130,"Snake Rd. & Colton Blvd., Oakland to Montera Middle School via Colton Blvd., Saroni Dr., Colton Blvd. and Snake Rd. Limited stops.",,,ACTRANSIT_259,632,3632,,Service to Schools,,AC:632,,,,,632,2016-12-18,,,ACTransit,Local,,,
Yes,UnspecGray,108,Mission Blvd. & Grimmer Blvd. to Hopkins Jr. High School via Mission Blvd. and Mission San Jose High School.,,,ACTRANSIT_142,641,3641,,Service to Schools,,AC:641,,,,,641,2022-08-07,,,ACTransit,Local,,,
No,,118,"Montana St. & Fruitvale Ave., Oakland to Skyline High School via MacArthur Blvd., Coolidge Ave. and Joaquin Miller Rd.",,,ACTRANSIT_144,643,3643,,Service to Schools,,AC:643,,,,,643,2016-12-18,,,ACTransit,Local,,,
No,UnspecGray,65,Oakland Technical High School to 9th St. & Broadway via Broadway.,,,ACTRANSIT_56,651,3651,,Service to Schools,,AC:651,,,,,651,2021-04-19,,,ACTransit,Local,,,
No,UnspecGray,101,Horner Jr. High School to Milpitas Blvd. & Dixon Landing Rd. via Grimmer Blvd. and Warm Springs Blvd.,,,ACTRANSIT_247,691,3691,691,Service to Schools,,AC:691,,,,,691,2020-08-09,,,ACTransit,Local,,,
No,LineOrange,,,,,,822,3822,,All Nighter,,AC:822,,,,,,2000-01-01,,,ACTransit,Local,,,
No,LineYellow,,,,,,DA,DA,,Transbay,,AC:DA,,,,,,2000-01-01,,,ACTransit,Transbay2Zone,,,
No,PANTONE 300 C,,,,,ACTRANSIT_166,DB3,DB13,,Transbay,,DBX:DB3,,,,,,2000-01-01,,,DumbartonExpress,Transbay2Zone,,,
No,EarlyBirdPurple,83,"BART Early Bird. Salesforce Transit Center, San Francisco to 19th St. Oakland BART.",,,,704,3704,,Early Bird,,AC:704,,,,,701,2019-03-17,"19th Street Oakland BARTSalesforce Transit Center",,ACTransit,Transbay,,,
No,LineSky,133,"From 22nd St. & Bissell Ave., Richmond, to Transbay Bus Storage Facility (2nd St. & Harrison St.), San Francisco, via I-580 and I-80.",,,ACTRANSIT_298,BF3,BF13,BF3,Transbay,,AC:BF3,,,,1,BF3,2019-12-15,,,ACTransit,Transbay,,,
Yes,TempoPurple,121,"Tempo service between Uptown Oakland and San Leandro BART via 11th and 12th streets, International Blvd., and E. 14th St.",,,ACTRANSIT_2,1T,11T,1T,Tempo,,AC:1T,,,,,1T,2022-08-07,"12th Street BART19th Street Oakland BARTFruitvale BARTSan Leandro BART",,ACTransit,Local,,,
No,UnspecGray,97,Horner Jr. High School to Mission Blvd. & Paseo Padre Pkwy. via Auto Mall Pkwy. and Grimmer Blvd.,,,ACTRANSIT_300,608,3608,608,Service to Schools,,AC:608,,,,,608,2020-08-09,,,ACTransit,Local,,,
No,UnspecGray,48,From Montclair Village to Montera Middle School.,,,ACTRANSIT_303,614,3614,614,Service to Schools,,AC:614,,,,,614,2021-04-19,,,ACTransit,Local,,,
No,UnspecGray,77,From Fruitvale Ave. & Montana St. to Skyline High School via Merritt College.,,,ACTRANSIT_302,639,3639,639,Service to Schools,,AC:639,,,,,639,2021-04-19,Champion Transit Plaza,,ACTransit,Local,,,
Yes,IrregBrown,196,"Fruitvale BART to Alameda Seaplane Lagoon Ferry Terminal and USS Hornet Museum via Fruitvale Bridge, Alameda Bridgeside Center, Santa Clara Ave., Webster St., and Ralph Appezzato Memorial Parkway.",,,,78,278,,Local,,AC:78,,,,,78,2022-08-07,"Seaplane Lagoon FerryFruitvale BART",,ACTransit,Local,,,
